address,target_building_id,address_top10,target_building_id_top10
"город Пушкин, Сапёрная улица, дом 1, литера А",101763,"['город Пушкин, Сапёрная улица, дом 1, литера А', 'город Пушкин, Новодеревенская улица, дом 1, литера А', 'город Пушкин, Ленинградская улица, дом 1, литера А', 'город Пушкин, Гусарская улица, дом 1, литера А', 'город Пушкин, Соборная площадь, дом 1, литера А', 'город Пушкин, Привокзальная площадь, дом 1, литера А', 'город Пушкин, Садовая улица, дом 1, литера А', 'город Пушкин, Красносельское шоссе, дом 1, литера А', 'город Пушкин, улица Глинки, дом 1, литера А', 'город Пушкин, Магазейная улица, дом 1, литера А']","[101763, 17305, 54359, 58452, 206878, 52207, 54765, 16994, 15800, 22383]"
"город Пушкин, Сапёрная улица, дом 13, литера А",139339,"['город Пушкин, Сапёрная улица, дом 13, литера А', 'Всеволожский район, посёлок Токсово, дом 13-б', 'посёлок Шушары, территория Славянка, Ростовская улица, дом 13-15, литера А', 'город Пушкин, Детскосельский бульвар, дом 13, литера А', 'город Пушкин, Ленинградская улица, дом 13, литера А', 'город Пушкин, Конюшенная улица, дом 13, литера А', 'город Пушкин, улица Глинки, дом 13, литера А', 'город Пушкин, Госпитальная улица, дом 13, литера А', 'город Пушкин, Гусарская улица, дом 13, литера А', 'город Пушкин, Малая улица, дом 13, литера А']","[139339, 210444, 163070, 13718, 91055, 68280, 60801, 85390, 114062, 93488]"
"город Пушкин, Сапёрная улица, дом 3, литера А",23184,"['город Пушкин, Сапёрная улица, дом 3, литера А', 'город Колпино, улица Жени Стасюк, дом 3, корпус 1, строение 1', 'г.Санкт-Петербург, улица Жени Егоровой, дом 3, корпус 1, литера А', 'г.Санкт-Петербург, улица Сикейроса, дом 3, корпус 1, литера А', 'город Пушкин, Промышленная улица, дом 3, литера А', 'г.Санкт-Петербург, 3-я линия 1-й половины, дом 67а, литера А', 'г.Санкт-Петербург, Канонерский остров, дом 3, корпус 1, литера Д', 'г.Санкт-Петербург, Кузнечный переулок, дом 3, литера А', 'город Пушкин, территория Гуммолосары, Гумилёвская улица, дом 3, литера А', 'г.Санкт-Петербург, Малая Охта, Казанская улица, дом 3, литера А']","[23184, 58609, 53436, 129986, 54495, 84349, 115551, 198578, 25932, 49115]"
"г.Санкт-Петербург, улица Декабристов, дом 12, литера А",49069,"['г.Санкт-Петербург, улица Декабристов, дом 12, литера А', 'г.Санкт-Петербург, улица Шевченко, дом 12, литера А', 'г.Санкт-Петербург, Новолитовская улица, дом 12, литера А', 'г.Санкт-Петербург, Купчинская улица, дом 12, литера А', 'посёлок Стрельна, улица Декабристов, дом 12, строение 1', 'г.Санкт-Петербург, Туристская улица, дом 12, литера А', 'г.Санкт-Петербург, Полтавская улица, дом 12, литера А', 'г.Санкт-Петербург, Мичуринская улица, дом 12, литера А', 'г.Санкт-Петербург, улица Куйбышева, дом 12, литера А', 'г.Санкт-Петербург, Парашютная улица, дом 12, литера А']","[49069, 62300, 102662, 97377, 82771, 46231, 198641, 53372, 105876, 15463]"
"г.Санкт-Петербург, Народная улица, дом 3, корпус 1, литера А",67934,"['г.Санкт-Петербург, Народная улица, дом 3, корпус 1, литера А', 'г.Санкт-Петербург, улица Ушинского, дом 3, корпус 1, литера А', 'город Сестрорецк, Заречная дорога, дом 3, корпус 1, литера А', 'г.Санкт-Петербург, улица Пограничника Гарькавого, дом 3, корпус 1, литера А', 'г.Санкт-Петербург, улица Руднева, дом 3, корпус 1, литера А', 'г.Санкт-Петербург, Ленская улица, дом 3, корпус 1, литера А', 'муниципальный округ Правобережный, улица Ворошилова, дом 3, корпус 1, литера А', 'г.Санкт-Петербург, Яхтенная улица, дом 3, корпус 1, литера А', 'г.Санкт-Петербург, улица Маршала Казакова, дом 3, корпус 1, литера А', 'г.Санкт-Петербург, Торики, улица Политрука Пасечника, дом 3, корпус 1, литера А']","[67934, 41030, 10674, 75417, 70633, 23612, 100608, 32432, 54119, 32269]"
"город Пушкин, улица Глинки, дом 12, литера А",10075,"['город Пушкин, улица Глинки, дом 12, литера А', 'г.Санкт-Петербург, улица Жени Егоровой, дом 12, корпус 1, литера А', 'город Пушкин, Гусарская улица, дом 12, литера А', 'город Пушкин, Московская улица, дом 12, литера А', 'город Пушкин, Гренадерская улица, дом 12, корпус 1, литера А', 'город Пушкин, бульвар Алексея Толстого, дом 12, литера А', 'город Пушкин, Железнодорожная улица, дом 12, литера А', 'город Пушкин, территория Новосёлки, Гражданская улица, дом 12, литера А', 'город Пушкин, Гуммолосары, Новая улица, дом 12, литера А', 'город Пушкин, территория Новосёлки, улица Ломоносова, дом 12, литера А']","[10075, 76185, 7617, 7929, 138162, 87122, 62526, 75167, 39131, 124218]"
"город Пушкин, Сапёрная улица, дом 49, литера А",108136,"['город Пушкин, Сапёрная улица, дом 49, литера А', 'город Пушкин, Сапёрная улица, дом 49а, литера А', 'город Пушкин, Ленинградская улица, дом 49, литера А', 'город Пушкин, Сапёрная улица, дом 49', 'город Пушкин, Магазейная улица, дом 49, литера А', 'город Пушкин, Пушкинская улица, дом 49, литера А', 'город Пушкин, территория Кондакопшино, Старинная улица, дом 49, литера А', 'город Пушкин, Московская улица, дом 49, литера А', 'город Пушкин, Магазейная улица, дом 49а, литера А', 'город Пушкин, территория Кондакопшино, Лесновская улица, дом 49, литера А']","[108136, 37388, 78306, 62567, 99817, 92502, 78646, 47923, 94094, 213594]"
"посёлок Александровская, Земледельческая улица, дом 3, литера А",20178,"['посёлок Александровская, Земледельческая улица, дом 3, литера А', 'г.Санкт-Петербург, улица Коллонтай, дом 3, литера А', 'г.Санкт-Петербург, улица Чайковского, дом 3, литера А', 'г.Санкт-Петербург, Бассейная улица, дом 3, литера А', 'г.Санкт-Петербург, Сердобольская улица, дом 3, литера А', 'г.Санкт-Петербург, Кавалергардская улица, дом 3, литера А', 'г.Санкт-Петербург, улица Латышских Стрелков, дом 3, литера А', 'г.Санкт-Петербург, Гончарная улица, дом 3, литера А', 'г.Санкт-Петербург, Канонерская улица, дом 3, литера А', 'г.Санкт-Петербург, улица Черняховского, дом 3, литера А']","[20178, 39073, 5341, 59988, 78515, 25342, 42761, 79887, 19992, 38308]"
"г.Санкт-Петербург, Народная улица, дом 68, корпус 3, литера А",134161,"['г.Санкт-Петербург, Народная улица, дом 68, корпус 3, литера А', 'г.Санкт-Петербург, Бухарестская улица, дом 68, корпус 3, литера А', 'г.Санкт-Петербург, Уманский переулок, дом 68, корпус 3, литера А', 'г.Санкт-Петербург, проспект Луначарского, дом 68, корпус 3, литера А', 'г.Санкт-Петербург, проспект Просвещения, дом 68, корпус 3, литера А', 'г.Санкт-Петербург, проспект Маршала Жукова, дом 68, корпус 3, литера А', 'г.Санкт-Петербург, Кондратьевский проспект, дом 68, корпус 3, строение 1', 'посёлок Песочный, Ленинградская улица, дом 68, корпус 3, литера А', 'город Красное Село, улица Лермонтова, дом 68, корпус 3, литера А', 'г.Санкт-Петербург, Гражданский проспект, дом 68, корпус 3, литера А']","[134161, 57000, 7370, 82139, 40864, 17849, 214881, 91372, 64592, 132289]"
"г.Санкт-Петербург, улица Коллонтай, дом 29, корпус 2, литера А",138756,"['г.Санкт-Петербург, улица Коллонтай, дом 29, корпус 2, литера А', 'г.Санкт-Петербург, улица Пограничника Гарькавого, дом 29, корпус 2, литера А', 'г.Санкт-Петербург, улица Композиторов, дом 29, корпус 2, литера А', 'г.Санкт-Петербург, улица Ольги Берггольц, дом 29, корпус 2, литера А', 'г.Санкт-Петербург, улица Стойкости, дом 29, корпус 2, литера А', 'г.Санкт-Петербург, улица Кораблестроителей, дом 29, корпус 2, литера А', 'г.Санкт-Петербург, улица Тамбасова, дом 29, корпус 2, литера А', 'г.Санкт-Петербург, Минеральная улица, дом 29, корпус 2, литера А', 'г.Санкт-Петербург, Староорловская улица, дом 29, корпус 2, литера А', 'г.Санкт-Петербург, Будапештская улица, дом 29, корпус 2, литера А']","[138756, 134783, 84690, 66803, 64282, 88146, 92122, 15813, 42075, 81007]"
"г.Санкт-Петербург, Камышовая улица, дом 30, корпус 2, литера А",48038,"['г.Санкт-Петербург, Камышовая улица, дом 30, корпус 2, литера А', 'г.Санкт-Петербург, улица Коллонтай, дом 30, корпус 2, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 30, корпус 2, литера А', 'г.Санкт-Петербург, проспект Энгельса, дом 30, корпус 2, строение 1', 'г.Санкт-Петербург, улица Стойкости, дом 30, корпус 2, литера А', 'г.Санкт-Петербург, Туристская улица, дом 30, корпус 2, литера А', 'г.Санкт-Петербург, улица Ярослава Гашека, дом 30, корпус 2, литера А', 'г.Санкт-Петербург, Дальневосточный проспект, дом 30, корпус 2, литера А', 'г.Санкт-Петербург, улица Есенина, дом 30, корпус 2, литера А', 'г.Санкт-Петербург, улица Партизана Германа, дом 30, корпус 2, литера А']","[48038, 98744, 36511, 199387, 111762, 139648, 40842, 49606, 140248, 27999]"
"г.Санкт-Петербург, Загребский бульвар, дом 35, корпус 2, литера А",101113,"['г.Санкт-Петербург, Загребский бульвар, дом 35, корпус 2, литера А', 'г.Санкт-Петербург, Богатырский проспект, дом 35, корпус 2, литера А', 'г.Санкт-Петербург, Долгоозёрная улица, дом 35, корпус 2, литера А', 'г.Санкт-Петербург, Дунайский проспект, дом 35, корпус 2, литера А', 'г.Санкт-Петербург, проспект Авиаконструкторов, дом 35, корпус 2, литера А', 'г.Санкт-Петербург, бульвар Новаторов, дом 35, корпус 2, литера А', 'г.Санкт-Петербург, улица Партизана Германа, дом 35, корпус 2, литера А', 'г.Санкт-Петербург, Южное шоссе, дом 35, корпус 2, литера А', 'г.Санкт-Петербург, Заповедная улица, дом 35, корпус 2, литера А', 'г.Санкт-Петербург, улица Ольги Берггольц, дом 35, корпус 2, литера А']","[101113, 21167, 7371, 107649, 42956, 59091, 14382, 136244, 88588, 130992]"
"г.Санкт-Петербург, Искровский проспект, дом 23, корпус 2, литера А",47629,"['г.Санкт-Петербург, Искровский проспект, дом 23, корпус 2, литера А', 'г.Санкт-Петербург, Шлиссельбургский проспект, дом 23, корпус 2, литера А', 'г.Санкт-Петербург, Комендантский проспект, дом 23, корпус 2, литера А', 'г.Санкт-Петербург, Дачный проспект, дом 23, корпус 2, литера А', 'г.Санкт-Петербург, проспект Славы, дом 23, корпус 2, литера А', 'г.Санкт-Петербург, проспект Космонавтов, дом 23, корпус 2, литера А', 'г.Санкт-Петербург, проспект Художников, дом 23, корпус 2, литера А', 'г.Санкт-Петербург, проспект Маршала Блюхера, дом 23, корпус 2, литера А', 'г.Санкт-Петербург, Ириновский проспект, дом 23, корпус 2, литера А', 'г.Санкт-Петербург, проспект Солидарности, дом 23, корпус 2, литера А']","[47629, 108684, 82186, 50151, 21721, 29722, 14308, 7116, 75733, 92987]"
"г.Санкт-Петербург, Соляной переулок, дом 14, литера А",100774,"['г.Санкт-Петербург, Соляной переулок, дом 14, литера А', 'посёлок Белоостров, садоводство ""СИЗ"", 14-я дорога, дом 58, литера А', 'г.Санкт-Петербург, Дальневосточный проспект, дом 14, литера А', 'город Сестрорецк, тер. СНТ ""Разлив"", 14-я линия, дом 58, литера А', 'г.Санкт-Петербург, проспект Славы, дом 14, литера А', 'г.Санкт-Петербург, проспект Динамо, дом 14, литера А', 'г.Санкт-Петербург, Невский проспект, дом 14, литера А', 'г.Санкт-Петербург, Дмитровский переулок, дом 14, литера А', 'г.Санкт-Петербург, Чкаловский проспект, дом 14, литера А', 'г.Санкт-Петербург, проспект Авиаконструкторов, дом 14, литера А']","[100774, 193996, 45375, 205149, 61243, 37872, 7392, 30936, 92113, 20399]"
"г.Санкт-Петербург, Искровский проспект, дом 19, корпус 2, литера А",57802,"['г.Санкт-Петербург, Искровский проспект, дом 19, корпус 2, литера А', 'г.Санкт-Петербург, Комендантский проспект, дом 19, корпус 2, литера А', 'г.Санкт-Петербург, Дачный проспект, дом 19, корпус 2, литера А', 'г.Санкт-Петербург, проспект Космонавтов, дом 19, корпус 2, литера А', 'г.Санкт-Петербург, проспект Славы, дом 19, корпус 2, литера А', 'г.Санкт-Петербург, Трамвайный проспект, дом 19, корпус 2, литера А', 'муниципальный округ Правобережный, улица Ворошилова, дом 19, корпус 2, литера А', 'г.Санкт-Петербург, Витебский проспект, дом 19, корпус 2, литера А', 'г.Санкт-Петербург, проспект Луначарского, дом 19, корпус 2, литера А', 'г.Санкт-Петербург, проспект Культуры, дом 19, корпус 2, литера А']","[57802, 22988, 58589, 110378, 12481, 42556, 117508, 46581, 28869, 50984]"
"г.Санкт-Петербург, Парашютная улица, дом 8, литера А",117291,"['г.Санкт-Петербург, Парашютная улица, дом 8, литера А', 'г.Санкт-Петербург, Смоленская улица, дом 8, литера А', 'г.Санкт-Петербург, улица Коллонтай, дом 8, литера А', 'г.Санкт-Петербург, Белоостровская улица, дом 8, литера А', 'г.Санкт-Петербург, Тамбовская улица, дом 8, литера А', 'г.Санкт-Петербург, Бассейная улица, дом 8, литера А', 'г.Санкт-Петербург, Промышленная улица, дом 8, литера А', 'г.Санкт-Петербург, улица Адмирала Трибуца, дом 8, литера А', 'г.Санкт-Петербург, улица Новосёлов, дом 8, литера А', 'г.Санкт-Петербург, Краснопутиловская улица, дом 8, литера А']","[117291, 187994, 62416, 96969, 51777, 26894, 58580, 209550, 24818, 32615]"
"Всеволожский район, посёлок Токсово, стандарт Кавголово, Главная, дом 51, литера А",218614,"['Всеволожский район, посёлок Токсово, стандарт Кавголово, Главная, дом 51, литера А', 'г.Санкт-Петербург, улица Новосёлов, дом 51, литера А', 'г.Санкт-Петербург, Кирочная улица, дом 51, литера А', 'г.Санкт-Петербург, Гороховая улица, дом 51, литера А', 'г.Санкт-Петербург, Бухарестская улица, дом 51, литера А', 'г.Санкт-Петербург, Гаванская улица, дом 51, литера А', 'г.Санкт-Петербург, улица Декабристов, дом 51, литера А', 'г.Санкт-Петербург, улица Комсомола, дом 51, литера А', 'г.Санкт-Петербург, Воронежская улица, дом 51, литера А', 'г.Санкт-Петербург, Галерная улица, дом 51, литера А']","[218614, 101359, 47505, 78919, 105317, 90925, 75232, 95251, 62357, 84048]"
"г.Санкт-Петербург, проспект Большевиков, дом 20, корпус 1, литера А",91339,"['г.Санкт-Петербург, проспект Большевиков, дом 20, корпус 1, литера А', 'г.Санкт-Петербург, Шлиссельбургский проспект, дом 20, корпус 1, литера А', 'г.Санкт-Петербург, проспект Добролюбова, дом 20, корпус 1, литера А', 'г.Санкт-Петербург, проспект Космонавтов, дом 20, корпус 1, литера А', 'г.Санкт-Петербург, проспект Наставников, дом 20, корпус 1, литера А', 'г.Санкт-Петербург, проспект Королёва, дом 20, корпус 1, литера А', 'г.Санкт-Петербург, Индустриальный проспект, дом 20, корпус 1, литера А', 'г.Санкт-Петербург, проспект Юрия Гагарина, дом 20, корпус 1, литера А', 'г.Санкт-Петербург, проспект Художников, дом 20, корпус 1, литера А', 'г.Санкт-Петербург, Новоизмайловский проспект, дом 20, корпус 1, литера А']","[91339, 54884, 7850, 25693, 100325, 113343, 69445, 47968, 75164, 55525]"
"г.Санкт-Петербург, улица Коллонтай, дом 23, корпус 3, литера А",11633,"['г.Санкт-Петербург, улица Коллонтай, дом 23, корпус 3, литера А', 'г.Санкт-Петербург, улица Кораблестроителей, дом 23, корпус 3, литера А', 'г.Санкт-Петербург, Парашютная улица, дом 23, корпус 3, литера А', 'г.Санкт-Петербург, Уральская улица, дом 23, корпус 3, литера А', 'г.Санкт-Петербург, Новая улица, дом 23, корпус 3, литера А', 'г.Санкт-Петербург, Шлиссельбургский проспект, дом 23, корпус 3, литера А', 'г.Санкт-Петербург, Бухарестская улица, дом 23, корпус 3, литера А', 'г.Санкт-Петербург, Тимуровская улица, дом 23, корпус 3, литера А', 'г.Санкт-Петербург, Будапештская улица, дом 23, корпус 3, литера А', 'г.Санкт-Петербург, Софийская улица, дом 23, корпус 3, литера А']","[11633, 84463, 124661, 55165, 58424, 38104, 64791, 107057, 84899, 78449]"
"г.Санкт-Петербург, участок набережной реки Невы 'Благовещенский мост - 23-я линия В.О.', литера А",202208,"[""г.Санкт-Петербург, участок набережной реки Невы 'Благовещенский мост - 23-я линия В.О.', литера А"", 'г.Санкт-Петербург, Народная улица, дом 2, корпус 2, литера А', 'г.Санкт-Петербург, улица Руднева, дом 2, корпус 2, литера А', 'посёлок Шушары, Славянка, Изборская улица, дом 2, корпус 2, литера А', 'г.Санкт-Петербург, улица Белы Куна, дом 2, корпус 2, литера А', 'г.Санкт-Петербург, улица Ярослава Гашека, дом 2, корпус 2, литера А', 'г.Санкт-Петербург, улица Турку, дом 2, корпус 2, литера А', 'г.Санкт-Петербург, Торжковская улица, дом 2, корпус 2, литера А', 'г.Санкт-Петербург, улица Всеволода Вишневского, дом 2, корпус 2, литера А', 'г.Санкт-Петербург, Лахта, Полевая улица, дом 2, корпус 2, литера А']","[202208, 17647, 140389, 198056, 93990, 97602, 2420, 59239, 66131, 114239]"
"посёлок Лисий Нос, Балтийский проспект, дом 49, литера А",96249,"['посёлок Лисий Нос, Балтийский проспект, дом 49, литера А', 'г.Санкт-Петербург, Садовая улица, дом 49, литера А', 'г.Санкт-Петербург, Вознесенский проспект, дом 49, литера А', 'посёлок Лисий Нос, Раздельный проспект, дом 49, литера А', 'посёлок Лисий Нос, Большой проспект, дом 49, литера А', 'г.Санкт-Петербург, набережная Чёрной речки, дом 49, литера А', 'город Красное Село, Кингисеппское шоссе, дом 49, корпус 4, литера А', 'г.Санкт-Петербург, проспект Римского-Корсакова, дом 49, литера А', 'г.Санкт-Петербург, Большой проспект В.О., дом 49-51, литера А', 'г.Санкт-Петербург, Рижский проспект, дом 49, литера А']","[96249, 78661, 12387, 139850, 89478, 13379, 70321, 55535, 41047, 6515]"
"г.Санкт-Петербург, улица Дыбенко, дом 11, корпус 3, литера А",141554,"['г.Санкт-Петербург, улица Дыбенко, дом 11, корпус 3, литера А', 'г.Санкт-Петербург, улица Седова, дом 11, корпус 3, литера А', 'г.Санкт-Петербург, Ленская улица, дом 11, корпус 3, литера А', 'г.Санкт-Петербург, улица Композиторов, дом 11, корпус 3, литера А', 'г.Санкт-Петербург, улица Хошимина, дом 11, корпус 3, литера А', 'г.Санкт-Петербург, Заставская улица, дом 11, корпус 3, литера А', 'г.Санкт-Петербург, улица Партизана Германа, дом 11, корпус 3, литера А', 'г.Санкт-Петербург, улица Рихарда Зорге, дом 11, корпус 3, литера А', 'г.Санкт-Петербург, Пражская улица, дом 11, корпус 3, литера А', 'г.Санкт-Петербург, Аэродромная улица, дом 11, корпус 3, литера А']","[141554, 131183, 92937, 50799, 106275, 204953, 103849, 135129, 134860, 61492]"
"г.Санкт-Петербург, Шлиссельбургский проспект, дом 6, корпус 2, литера А",67718,"['г.Санкт-Петербург, Шлиссельбургский проспект, дом 6, корпус 2, литера А', 'г.Санкт-Петербург, Искровский проспект, дом 6, корпус 2, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 6, корпус 2, литера А', 'г.Санкт-Петербург, проспект Славы, дом 6, корпус 2, литера А', 'г.Санкт-Петербург, проспект Испытателей, дом 6, корпус 2, литера А', 'г.Санкт-Петербург, проспект Наставников, дом 6, корпус 2, литера А', 'город Красное Село, Стрельнинское шоссе, дом 6, корпус 2, литера А', 'г.Санкт-Петербург, проспект Пятилеток, дом 6, корпус 2, литера А', 'г.Санкт-Петербург, Екатерининский проспект, дом 6, корпус 2, литера А', 'г.Санкт-Петербург, проспект Энергетиков, дом 6, корпус 2, литера А']","[67718, 72743, 109418, 106388, 11340, 55872, 84699, 10683, 69657, 57857]"
"г.Санкт-Петербург, Краснопутиловская улица, дом 93, литера А",107128,"['г.Санкт-Петербург, Краснопутиловская улица, дом 93, литера А', 'г.Санкт-Петербург, Будапештская улица, дом 93, литера А', 'г.Санкт-Петербург, улица Коммуны, дом 93, литера А', 'г.Санкт-Петербург, Софийская улица, дом 93, литера А', 'г.Санкт-Петербург, улица Ленсовета, дом 93, литера А', 'г.Санкт-Петербург, Дачное, садоводство ""Ленинградский аэропорт"", Аэропортовая  улица, дом 93, литера А', 'город Колпино, Пролетарская улица, дом 93, литера А', 'посёлок Парголово, Ленинградская улица, дом 93, литера А', 'посёлок Парголово, улица Шишкина, дом 93, литера А', 'г.Санкт-Петербург, набережная реки Мойки, дом 93, литера А']","[107128, 8857, 85342, 48435, 57473, 193516, 7543, 20300, 21547, 10272]"
"г.Санкт-Петербург, Кадетская линия В.О., дом 9, литера А",70614,"['г.Санкт-Петербург, Кадетская линия В.О., дом 9, литера А', 'г.Санкт-Петербург, Смоленская улица, дом 9, литера А', 'г.Санкт-Петербург, Загребский бульвар, дом 9, литера А', 'г.Санкт-Петербург, улица Седова, дом 9, литера А', 'г.Санкт-Петербург, улица Танкиста Хрустицкого, дом 9, литера А', 'г.Санкт-Петербург, Колпинская улица, дом 9, литера А', 'г.Санкт-Петербург, Гончарная улица, дом 9, литера А', 'г.Санкт-Петербург, улица Воскова, дом 9, литера А', 'г.Санкт-Петербург, Галерная улица, дом 9, литера А', 'г.Санкт-Петербург, Белоостровская улица, дом 9, литера А']","[70614, 82539, 76711, 95710, 114043, 17303, 76937, 198877, 74811, 113521]"
"муниципальный округ Коломяги, тер. СНТ Госрезерв, Центральная линия, дом 7, литера А",42820,"['муниципальный округ Коломяги, тер. СНТ Госрезерв, Центральная линия, дом 7, литера А', 'г.Санкт-Петербург, Большая Подьяческая улица, дом 7, литера А', 'г.Санкт-Петербург, Бассейная улица, дом 7, литера А', 'муниципальный округ Правобережный, улица Ворошилова, дом 7, литера А', 'г.Санкт-Петербург, Бестужевская улица, дом 7, литера А', 'г.Санкт-Петербург, Большая Конюшенная улица, дом 7, литера А', 'Лужский район, деревня Мерево, территория ""Центра оздоровления и отдыха ""Молодежный"", дом б/н, литера А', 'посёлок Лисий Нос, Красноармейская улица, дом 7, литера А', 'г.Санкт-Петербург, улица Подводника Кузьмина, дом 7, литера А', 'г.Санкт-Петербург, Большая Пушкарская улица, дом 7, литера А']","[42820, 4719, 81971, 96205, 13052, 198589, 206325, 81991, 20424, 26976]"
"Лужский район, деревня Мерево, территория ""Центра оздоровления и отдыха ""Молодежный"", дом б/н, литера А",206325,"['Лужский район, деревня Мерево, территория ""Центра оздоровления и отдыха ""Молодежный"", дом б/н, литера А', 'г.Санкт-Петербург, Невский проспект, дом 182, литера А', 'г.Санкт-Петербург, улица Генерала Симоняка, дом 27/193, литера А', 'г.Санкт-Петербург, Заневский проспект, дом 1/82, литера А', 'г.Санкт-Петербург, проспект Стачек, дом 182, литера А', 'Московское направление ж.д. путепровод № 4 через Южное шоссе, литера А', 'Лужский район, деревня Мерево, дом б/н, литера А', 'Всеволожский район, г.Всеволожск, проспект Грибоедова, дом 107/109, литера А', 'г.Санкт-Петербург, Ивановская улица, дом 9/75, литера А', 'г.Санкт-Петербург, Дворцовая набережная, дом 38, литера А']","[206325, 80415, 109652, 53001, 103336, 201952, 206205, 206264, 38207, 1281]"
"муниципальный округ Полюстрово, территория дер. Рыбацкое, дом 23, литера А",68653,"['муниципальный округ Полюстрово, территория дер. Рыбацкое, дом 23, литера А', 'г.Санкт-Петербург, Бассейная улица, дом 23, литера А', 'муниципальный округ Коломяги, Главная улица, дом 23, литера А', 'г.Санкт-Петербург, Большая Монетная улица, дом 23, литера А', 'г.Санкт-Петербург, Авиационная улица, дом 23, литера А', 'г.Санкт-Петербург, Миллионная улица, дом 23, литера А', 'г.Санкт-Петербург, Большая Подьяческая улица, дом 23, литера А', 'г.Санкт-Петербург, улица Здоровцева, дом 23, литера А', 'г.Санкт-Петербург, улица Пинегина, дом 23, литера А', 'г.Санкт-Петербург, Большая Пороховская улица, дом 23, литера А']","[68653, 5967, 85745, 1408, 113529, 66545, 10203, 73058, 111735, 73729]"
"г.Санкт-Петербург, участок набережной реки Невы 'Благовещенский мост - 23-я линия В.О.', литера А",202208,"[""г.Санкт-Петербург, участок набережной реки Невы 'Благовещенский мост - 23-я линия В.О.', литера А"", 'г.Санкт-Петербург, Манежная площадь, дом 2, литера А', 'г.Санкт-Петербург, улица Глинки, дом 2, литера А', 'г.Санкт-Петербург, улица Ярослава Гашека, дом 2, литера А', 'г.Санкт-Петербург, Сергиево, улица Куйбышева, дом 2, литера А', 'г.Санкт-Петербург, Народная улица, дом 2, литера А', 'г.Санкт-Петербург, улица Софьи Ковалевской, дом 2, литера А', 'г.Санкт-Петербург, станция Пискарёвка, дом 2, литера А', 'г.Санкт-Петербург, улица Подводника Кузьмина, дом 2, литера А', 'улица Натальи Грудининой, дом 2, строение 1']","[202208, 33291, 110133, 56319, 116182, 1024, 101594, 4062, 106562, 61269]"
"г.Санкт-Петербург, Спортивная улица, дом 2, строение 1",212125,"['г.Санкт-Петербург, Спортивная улица, дом 2, строение 1', ""г.Санкт-Петербург, участок набережной реки Невы 'Благовещенский мост - 23-я линия В.О.', литера А"", 'г.Санкт-Петербург, улица Ярослава Гашека, дом 2, литера А', 'муниципальный округ Правобережный, улица Ворошилова, дом 2, литера А', 'г.Санкт-Петербург, улица Подводника Кузьмина, дом 2, литера А', 'г.Санкт-Петербург, Манежная площадь, дом 2, литера А', 'город Сестрорецк, Малая Канонерская улица, дом 2, литера А', 'г.Санкт-Петербург, станция Пискарёвка, дом 2, литера А', 'муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 2, литера А', 'г.Санкт-Петербург, улица Лёни Голикова, дом 2, литера А']","[212125, 202208, 56319, 64916, 106562, 33291, 48823, 4062, 102675, 1808]"
"г.Санкт-Петербург, улица Новостроек, дом 25, литера А",17041,"['г.Санкт-Петербург, улица Новостроек, дом 25, литера А', 'г.Санкт-Петербург, улица Пилотов, дом 25, литера А', 'муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 25, литера А', 'г.Санкт-Петербург, Тамбовская улица, дом 25, литера А', 'г.Санкт-Петербург, Фурштатская улица, дом 25, литера А', 'г.Санкт-Петербург, Гончарная улица, дом 25, литера А', 'г.Санкт-Петербург, улица Куйбышева, дом 25, литера А', 'г.Санкт-Петербург, Бестужевская улица, дом 25, литера А', 'г.Санкт-Петербург, Пражская улица, дом 25, литера А', 'г.Санкт-Петербург, Краснопутиловская улица, дом 25, литера А']","[17041, 58901, 65288, 84868, 17425, 196903, 92905, 46493, 77699, 88561]"
"г.Санкт-Петербург, Загребский бульвар, дом 9, литера А",76711,"['г.Санкт-Петербург, Загребский бульвар, дом 9, литера А', 'посёлок Стрельна, Санкт-Петербургское шоссе, дом 9, литера А', 'г.Санкт-Петербург, Большой Сампсониевский проспект, дом 9, литера А', 'г.Санкт-Петербург, Кадетская линия В.О., дом 9, литера А', 'г.Санкт-Петербург, Искровский проспект, дом 9, литера А', 'г.Санкт-Петербург, Садовая улица, дом 23/6, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 9, корпус 1, литера А', 'г.Санкт-Петербург, Пулковское шоссе, дом 9, корпус 1, литера А', 'г.Санкт-Петербург, Садовая улица, дом 94, литера А', 'г.Санкт-Петербург, Рябовское шоссе, дом 9, литера А']","[76711, 65704, 43141, 70614, 96852, 62638, 3530, 94651, 4144, 29003]"
